order_id,customer_id,product_id,quantity,order_date,status
O001570,C00158,P0056,1,2026-09-02 23:30:07,Pending
O001571,C00237,P0057,1,2026-09-04 05:30:07,Pending
O001572,C00009,P0058,2,2026-09-03 06:30:07,Shipped
O001573,C00015,P0031,4,2026-09-03 02:30:07,Shipped
O001574,C00136,P0008,1,2026-09-03 00:30:07,Shipped
O001575,C00221,P0014,4,2026-09-04 02:30:07,Delivered
O001576,C00221,P0033,1,2026-09-03 14:30:07,Shipped
O001577,C00140,P0024,1,2026-09-04 05:30:07,Delivered
O001578,C00196,P0047,2,2026-09-03 08:30:07,Shipped
O001579,C00097,P0026,5,2026-09-04 00:30:07,Shipped
O001580,C00272,P0039,5,2026-09-03 04:30:07,Shipped
O001581,C00056,P0044,2,2026-09-04 08:30:07,Pending
O001582,C00113,P0008,1,2026-09-04 08:30:07,Delivered
O001583,C00137,P0016,5,2026-09-04 07:30:07,Pending
O001584,C00142,P0015,4,2026-09-03 10:30:07,Shipped
O001585,C00052,P0015,4,2026-09-03 18:30:07,Pending
O001586,C00088,P0051,3,2026-09-03 22:30:07,Delivered
O001587,C00148,P0046,1,2026-09-03 17:30:07,Pending
O001588,C00095,P0033,3,2026-09-03 05:30:07,Delivered
O001589,C00123,P0011,1,2026-09-03 15:30:07,Pending
O001590,C00096,P0022,2,2026-09-03 06:30:07,Pending
O001591,C00243,P0028,1,2026-09-03 14:30:07,Pending
O001592,C00136,P0057,2,2026-09-04 07:30:07,Delivered
O001593,C00005,P0039,4,2026-09-03 13:30:07,Delivered
O001594,C00001,P0032,4,2026-09-03 20:30:07,Pending
O001595,C00024,P0053,5,2026-09-04 10:30:07,Delivered
O001596,C00149,P0054,5,2026-09-03 21:30:07,Delivered
O001597,C00086,P0049,1,2026-09-04 02:30:07,Pending
O001598,C00156,P0052,4,2026-09-03 14:30:07,Shipped
O001599,C00180,P0035,4,2026-09-03 19:30:07,Shipped
O001600,C00187,P0030,3,2026-09-04 11:30:07,Shipped
O001601,C00171,P0058,5,2026-09-03 02:30:07,Shipped
O001602,C00058,P0018,1,2026-09-03 02:30:07,Pending
O001603,C00211,P0055,2,2026-09-03 21:30:07,Shipped
O001604,C00255,P0002,5,2026-09-03 20:30:07,Delivered
O001605,C00221,P0024,1,2026-09-03 22:30:07,Pending
O001606,C00194,P0041,3,2026-09-04 05:30:07,Delivered
O001607,C00279,P0058,5,2026-09-03 07:30:07,Pending
O001608,C00136,P0059,3,2026-09-03 13:30:07,Shipped
O001609,C00214,P0018,2,2026-09-03 16:30:07,Pending
O001610,C00297,P0034,5,2026-09-03 14:30:07,Pending
O001611,C00222,P0051,5,2026-09-03 06:30:07,Shipped
O001612,C00148,P0008,4,2026-09-04 11:30:07,Delivered
O001613,C00076,P0030,5,2026-09-04 02:30:07,Shipped
O001614,C00286,P0043,3,2026-09-04 01:30:07,Shipped
O001615,C00148,P0005,1,2026-09-03 17:30:07,Shipped
O001616,C00021,P0014,5,2026-09-03 17:30:07,Pending
O001617,C00028,P0032,1,2026-09-03 16:30:07,Shipped
O001618,C00181,P0043,1,2026-09-04 11:30:07,Shipped
O001619,C00071,P0023,5,2026-09-03 17:30:07,Delivered
O001620,C00288,P0010,3,2026-09-04 06:30:07,Pending
O001621,C00101,P0028,3,2026-09-04 06:30:07,Pending
O001622,C00017,P0031,2,2026-09-03 13:30:07,Delivered
O001623,C00198,P0028,1,2026-09-03 10:30:07,Shipped
O001624,C00155,P0039,2,2026-09-03 16:30:07,Delivered
O001625,C00224,P0044,5,2026-09-03 15:30:07,Pending
O001626,C00103,P0017,4,2026-09-04 03:30:07,Delivered
O001627,C00103,P0020,1,2026-09-03 16:30:07,Shipped
O001628,C00291,P0060,5,2026-09-03 06:30:07,Pending
O001629,C00193,P0051,1,2026-09-03 08:30:07,Pending
O001630,C00270,P0029,5,2026-09-03 15:30:07,Delivered
O001631,C00184,P0030,4,2026-09-03 13:30:07,Shipped
O001632,C00216,P0027,1,2026-09-03 06:30:07,Delivered
O001633,C00014,P0050,1,2026-09-03 09:30:07,Pending
O001634,C00155,P0051,5,2026-09-03 20:30:07,Delivered
O001635,C00192,P0009,5,2026-09-03 01:30:07,Shipped
O001636,C00028,P0049,2,2026-09-03 10:30:07,Shipped
O001637,C00004,P0030,4,2026-09-03 02:30:07,Pending
O001638,C00044,P0004,1,2026-09-03 18:30:07,Shipped
O001639,C00050,P0053,5,2026-09-03 17:30:07,Shipped
O001640,C00170,P0056,1,2026-09-04 08:30:07,Delivered
O001641,C00300,P0044,1,2026-09-03 03:30:07,Delivered
O001642,C00105,P0034,5,2026-09-04 02:30:07,Delivered
O001643,C00254,P0009,2,2026-09-03 21:30:07,Shipped
O001644,C00160,P0047,4,2026-09-04 11:30:07,Delivered
O001645,C00103,P0008,1,2026-09-04 07:30:07,Pending
O001646,C00062,P0034,2,2026-09-04 05:30:07,Pending
O001647,C00054,P0031,5,2026-09-04 10:30:07,Shipped
O001648,C00201,P0004,3,2026-09-04 04:30:07,Shipped
O001649,C00248,P0012,5,2026-09-03 20:30:07,Shipped
O001650,C00225,P0055,4,2026-09-04 04:30:07,Pending
O001651,C00012,P0012,2,2026-09-04 02:30:07,Pending
O001652,C00262,P0048,2,2026-09-03 01:30:07,Shipped
O001653,C00246,P0019,1,2026-09-03 17:30:07,Delivered
O001654,C00253,P0024,4,2026-09-03 18:30:07,Shipped
O001655,C00055,P0030,4,2026-09-03 09:30:07,Pending
O001656,C00015,P0019,1,2026-09-03 06:30:07,Delivered
O001657,C00200,P0001,1,2026-09-03 16:30:07,Delivered
O001658,C00228,P0003,2,2026-09-03 13:30:07,Shipped
O001659,C00235,P0018,2,2026-09-04 11:30:07,Shipped
O001660,C00257,P0055,2,2026-09-03 03:30:07,Shipped
O001661,C00269,P0025,1,2026-09-03 03:30:07,Pending
O001662,C00078,P0023,3,2026-09-02 23:30:07,Shipped
O001663,C00072,P0018,4,2026-09-03 16:30:07,Pending
O001664,C00248,P0025,5,2026-09-03 05:30:07,Delivered
O001665,C00093,P0037,5,2026-09-03 03:30:07,Shipped
O001666,C00067,P0045,5,2026-09-03 15:30:07,Delivered
O001667,C00179,P0038,1,2026-09-03 10:30:07,Pending
O001668,C00016,P0055,2,2026-09-04 01:30:07,Pending
O001669,C00055,P0032,3,2026-09-03 05:30:07,Pending
O001670,C00122,P0007,4,2026-09-04 00:30:07,Shipped
O001671,C00033,P0004,1,2026-09-03 19:30:07,Pending
O001672,C00038,P0029,5,2026-09-03 12:30:07,Delivered
O001673,C00016,P0060,3,2026-09-04 00:30:07,Pending
O001674,C00231,P0025,5,2026-09-04 03:30:07,Delivered
O001675,C00103,P0013,4,2026-09-03 19:30:07,Shipped
O001676,C00147,P0015,2,2026-09-03 23:30:07,Shipped
O001677,C00271,P0052,1,2026-09-03 23:30:07,Delivered
O001678,C00013,P0041,2,2026-09-04 05:30:07,Pending
O001679,C00072,P0058,3,2026-09-04 11:30:07,Shipped
O001680,C00291,P0035,3,2026-09-04 07:30:07,Pending
O001681,C00271,P0032,2,2026-09-03 23:30:07,Delivered
O001682,C00243,P0033,3,2026-09-03 13:30:07,Delivered
O001683,C00287,P0055,1,2026-09-04 03:30:07,Shipped
O001684,C00219,P0041,1,2026-09-03 11:30:07,Delivered
O001685,C00041,P0009,3,2026-09-03 02:30:07,Pending
O001686,C00061,P0032,1,2026-09-03 21:30:07,Delivered
O001687,C00277,P0022,2,2026-09-04 10:30:07,Shipped
O001688,C00129,P0025,1,2026-09-03 13:30:07,Pending
O001689,C00148,P0005,5,2026-09-03 01:30:07,Pending
O001690,C00266,P0060,3,2026-09-03 03:30:07,Shipped
O001691,C00030,P0035,5,2026-09-04 04:30:07,Shipped
O001692,C00135,P0042,1,2026-09-04 10:30:07,Shipped
O001693,C00216,P0017,3,2026-09-03 23:30:07,Pending
O001694,C00072,P0014,3,2026-09-03 00:30:07,Delivered
O001695,C00032,P0016,1,2026-09-03 04:30:07,Delivered
O001696,C00019,P0023,4,2026-09-04 07:30:07,Delivered
O001697,C00042,P0057,4,2026-09-03 00:30:07,Pending
O001698,C00139,P0047,1,2026-09-04 09:30:07,Pending
O001699,C00255,P0033,3,2026-09-03 21:30:07,Shipped
O001700,C00245,P0020,1,2026-09-03 21:30:07,Pending
